dataset,species,filepath,n_points,plant_id,scan_date,is_annotated
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0319_a.txt,652803,M06,319.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0320.txt,899413,M06,320.0,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0321_a.txt,921660,M06,321.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0322.txt,688301,M06,322.0,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0324_a.txt,1108459,M06,324.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0325_a.txt,830456,M06,325.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0313_a.txt,1568143,M07,313.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0314.txt,1350651,M07,314.0,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0315_a.txt,1465342,M07,315.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0316.txt,1299126,M07,316.0,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0317_a.txt,708192,M07,317.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0318.txt,606826,M07,318.0,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0319_a.txt,852409,M07,319.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0320.txt,974427,M07,320.0,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0321_a.txt,1133557,M07,321.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0322.txt,1395651,M07,322.0,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0324_a.txt,1308211,M07,324.0,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0325_a.txt,1214597,M07,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0305_a.txt,1518307,T02,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0306.txt,2123798,T02,306.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0307_a.txt,2660027,T02,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0308.txt,2489847,T02,308.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0309_a.txt,2530683,T02,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0310.txt,2522145,T02,310.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0311_a.txt,2801320,T02,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0312.txt,1893636,T02,312.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0313_a.txt,3583327,T02,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0314.txt,2498242,T02,314.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0315_a.txt,2136519,T02,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0316.txt,1971875,T02,316.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0317_a.txt,2842484,T02,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0318.txt,3396696,T02,318.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0319_a.txt,1542285,T02,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0320.txt,2133645,T02,320.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0321_a.txt,1774166,T02,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0322.txt,2735081,T02,322.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0324_a.txt,3311762,T02,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0325_a.txt,3455376,T02,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0305_a.txt,1813293,T04,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0306.txt,2491347,T04,306.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0307_a.txt,3343187,T04,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0308.txt,1856194,T04,308.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0309_a.txt,2297741,T04,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0310.txt,1960647,T04,310.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0311_a.txt,2003117,T04,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0312.txt,1923093,T04,312.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0313_a.txt,3593893,T04,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0314.txt,2099076,T04,314.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0315_a.txt,2154627,T04,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0316.txt,2040786,T04,316.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0317_a.txt,2083265,T04,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0318.txt,2151284,T04,318.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0319_a.txt,1499710,T04,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0320.txt,2287063,T04,320.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0321_a.txt,1723118,T04,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0322.txt,2619417,T04,322.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0324_a.txt,4049020,T04,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0325_a.txt,3426328,T04,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0305_a.txt,2016700,T05,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0306.txt,2558807,T05,306.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0307_a.txt,3327492,T05,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0308.txt,2419573,T05,308.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0309_a.txt,2816615,T05,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0310.txt,2460256,T05,310.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0311_a.txt,2515717,T05,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0312.txt,2586076,T05,312.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0313_a.txt,2255599,T05,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0314.txt,2148880,T05,314.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0315_a.txt,2191286,T05,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0316.txt,2166174,T05,316.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0317_a.txt,2611675,T05,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0318.txt,2145034,T05,318.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0319_a.txt,2057554,T05,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0320.txt,2469853,T05,320.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0321_a.txt,2319345,T05,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0322.txt,2474549,T05,322.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0324_a.txt,3877484,T05,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0325_a.txt,4498453,T05,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0305_a.txt,2237837,T06,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0306.txt,2563555,T06,306.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0307_a.txt,2746808,T06,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0308.txt,2502304,T06,308.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0309_a.txt,1995551,T06,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0310.txt,2307607,T06,310.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0311_a.txt,1993346,T06,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0312.txt,2245004,T06,312.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0313_a.txt,4278147,T06,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0314.txt,2537335,T06,314.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0315_a.txt,1855157,T06,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0316.txt,2315970,T06,316.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0317_a.txt,1803032,T06,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0318.txt,2300132,T06,318.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0319_a.txt,1798015,T06,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0320.txt,1739445,T06,320.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0321_a.txt,1901851,T06,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0322.txt,1826183,T06,322.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0324_a.txt,3386930,T06,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0325_a.txt,2776058,T06,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0305_a.txt,2515450,T07,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0306.txt,3496633,T07,306.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0307_a.txt,2650504,T07,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0308.txt,2267686,T07,308.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0309_a.txt,3378506,T07,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0310.txt,2743191,T07,310.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0311_a.txt,2630179,T07,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0312.txt,2746612,T07,312.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0313_a.txt,2804842,T07,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0314.txt,2620370,T07,314.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0315_a.txt,2065210,T07,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0316.txt,2467638,T07,316.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0317_a.txt,2153139,T07,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0318.txt,1403015,T07,318.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0319_a.txt,2021437,T07,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0320.txt,1763300,T07,320.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0321_a.txt,1858483,T07,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0322.txt,2193216,T07,322.0,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0324_a.txt,3722560,T07,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0325_a.txt,4178994,T07,325.0,True
