dataset,species,filepath,n_points,plant_id,scan_date,is_annotated
Crops3D,Tomato,../data/crops3d/Tomato/9-6_20-28.ply,1199025,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_30-4.ply,651656,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_30-52.ply,950111,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_35-22.ply,1472565,,,
Crops3D,Maize,../data/crops3d/Maize/1-1.ply,10772,,,
Crops3D,Maize,../data/crops3d/Maize/1-100.ply,280501,,,
Crops3D,Maize,../data/crops3d/Maize/1-102.ply,148781,,,
Crops3D,Maize,../data/crops3d/Maize/1-103.ply,137501,,,
Crops3D,Maize,../data/crops3d/Maize/1-105.ply,428495,,,
Crops3D,Maize,../data/crops3d/Maize/1-106.ply,302666,,,
Crops3D,Maize,../data/crops3d/Maize/1-107.ply,167300,,,
Crops3D,Maize,../data/crops3d/Maize/1-108.ply,227838,,,
Crops3D,Maize,../data/crops3d/Maize/1-110.ply,165323,,,
Crops3D,Maize,../data/crops3d/Maize/1-111.ply,214518,,,
Crops3D,Maize,../data/crops3d/Maize/1-113.ply,304438,,,
Crops3D,Maize,../data/crops3d/Maize/1-114.ply,143500,,,
Crops3D,Maize,../data/crops3d/Maize/1-115.ply,62932,,,
Crops3D,Maize,../data/crops3d/Maize/1-116.ply,164440,,,
Crops3D,Maize,../data/crops3d/Maize/1-117.ply,128336,,,
Crops3D,Maize,../data/crops3d/Maize/1-118.ply,371527,,,
Crops3D,Maize,../data/crops3d/Maize/1-120.ply,224447,,,
Crops3D,Maize,../data/crops3d/Maize/1-121.ply,178013,,,
Crops3D,Maize,../data/crops3d/Maize/1-122.ply,46372,,,
Crops3D,Maize,../data/crops3d/Maize/1-123.ply,457347,,,
Crops3D,Maize,../data/crops3d/Maize/1-125.ply,146546,,,
Crops3D,Maize,../data/crops3d/Maize/1-127.ply,304946,,,
Crops3D,Maize,../data/crops3d/Maize/1-19.ply,14799,,,
Crops3D,Maize,../data/crops3d/Maize/1-21.ply,38607,,,
Crops3D,Maize,../data/crops3d/Maize/1-22.ply,10987,,,
Crops3D,Maize,../data/crops3d/Maize/1-24.ply,22527,,,
Crops3D,Maize,../data/crops3d/Maize/1-3.ply,10161,,,
Crops3D,Maize,../data/crops3d/Maize/1-4.ply,57317,,,
Crops3D,Maize,../data/crops3d/Maize/1-5.ply,15126,,,
Crops3D,Maize,../data/crops3d/Maize/1-50.ply,81159,,,
Crops3D,Maize,../data/crops3d/Maize/1-51.ply,164663,,,
Crops3D,Maize,../data/crops3d/Maize/1-52.ply,38904,,,
Crops3D,Maize,../data/crops3d/Maize/1-53.ply,210597,,,
Crops3D,Maize,../data/crops3d/Maize/1-54.ply,30651,,,
Crops3D,Maize,../data/crops3d/Maize/1-55.ply,135109,,,
Crops3D,Maize,../data/crops3d/Maize/1-56.ply,94407,,,
Crops3D,Maize,../data/crops3d/Maize/1-58.ply,128270,,,
Crops3D,Maize,../data/crops3d/Maize/1-59.ply,173578,,,
Crops3D,Maize,../data/crops3d/Maize/1-60.ply,198835,,,
Crops3D,Maize,../data/crops3d/Maize/1-61.ply,23742,,,
Crops3D,Maize,../data/crops3d/Maize/1-62.ply,62070,,,
Crops3D,Maize,../data/crops3d/Maize/1-63.ply,21584,,,
Crops3D,Maize,../data/crops3d/Maize/1-64.ply,47250,,,
Crops3D,Maize,../data/crops3d/Maize/1-65.ply,74902,,,
Crops3D,Maize,../data/crops3d/Maize/1-67.ply,115216,,,
Crops3D,Maize,../data/crops3d/Maize/1-68.ply,22085,,,
Crops3D,Maize,../data/crops3d/Maize/1-69.ply,38584,,,
Crops3D,Maize,../data/crops3d/Maize/1-70.ply,18316,,,
Crops3D,Maize,../data/crops3d/Maize/1-71.ply,62108,,,
Crops3D,Maize,../data/crops3d/Maize/1-72.ply,67442,,,
Crops3D,Maize,../data/crops3d/Maize/1-73.ply,44819,,,
Crops3D,Maize,../data/crops3d/Maize/1-74.ply,93102,,,
Crops3D,Maize,../data/crops3d/Maize/1-75.ply,204185,,,
Crops3D,Maize,../data/crops3d/Maize/1-76.ply,97748,,,
Crops3D,Maize,../data/crops3d/Maize/1-77.ply,73389,,,
Crops3D,Maize,../data/crops3d/Maize/1-78.ply,28761,,,
Crops3D,Maize,../data/crops3d/Maize/1-8.ply,43230,,,
Crops3D,Maize,../data/crops3d/Maize/2-1.ply,58051,,,
Crops3D,Maize,../data/crops3d/Maize/2-10.ply,92022,,,
Crops3D,Maize,../data/crops3d/Maize/2-100.ply,101117,,,
Crops3D,Maize,../data/crops3d/Maize/2-101.ply,50694,,,
Crops3D,Maize,../data/crops3d/Maize/2-102.ply,90827,,,
Crops3D,Maize,../data/crops3d/Maize/2-103.ply,69716,,,
Crops3D,Maize,../data/crops3d/Maize/2-104.ply,91414,,,
Crops3D,Maize,../data/crops3d/Maize/2-105.ply,61913,,,
Crops3D,Maize,../data/crops3d/Maize/2-106.ply,50050,,,
Crops3D,Maize,../data/crops3d/Maize/2-107.ply,94533,,,
Crops3D,Maize,../data/crops3d/Maize/2-108.ply,67842,,,
Crops3D,Maize,../data/crops3d/Maize/2-109.ply,95259,,,
Crops3D,Maize,../data/crops3d/Maize/2-11.ply,110551,,,
Crops3D,Maize,../data/crops3d/Maize/2-110.ply,67782,,,
Crops3D,Maize,../data/crops3d/Maize/2-111.ply,27280,,,
Crops3D,Maize,../data/crops3d/Maize/2-113.ply,40321,,,
Crops3D,Maize,../data/crops3d/Maize/2-114.ply,50665,,,
Crops3D,Maize,../data/crops3d/Maize/2-115.ply,83607,,,
Crops3D,Maize,../data/crops3d/Maize/2-116.ply,36798,,,
Crops3D,Maize,../data/crops3d/Maize/2-117.ply,42751,,,
Crops3D,Maize,../data/crops3d/Maize/2-12.ply,80104,,,
Crops3D,Maize,../data/crops3d/Maize/2-120.ply,60084,,,
Crops3D,Maize,../data/crops3d/Maize/2-122.ply,24672,,,
Crops3D,Maize,../data/crops3d/Maize/2-123.ply,30127,,,
Crops3D,Maize,../data/crops3d/Maize/2-124.ply,25122,,,
Crops3D,Maize,../data/crops3d/Maize/2-126.ply,14127,,,
Crops3D,Maize,../data/crops3d/Maize/2-127.ply,14816,,,
Crops3D,Maize,../data/crops3d/Maize/2-128.ply,23032,,,
Crops3D,Maize,../data/crops3d/Maize/2-129.ply,42738,,,
Crops3D,Maize,../data/crops3d/Maize/2-13.ply,26135,,,
Crops3D,Maize,../data/crops3d/Maize/2-130.ply,34335,,,
Crops3D,Maize,../data/crops3d/Maize/2-131.ply,38021,,,
Crops3D,Maize,../data/crops3d/Maize/2-132.ply,31287,,,
Crops3D,Maize,../data/crops3d/Maize/2-133.ply,29992,,,
Crops3D,Maize,../data/crops3d/Maize/2-134.ply,13285,,,
Crops3D,Maize,../data/crops3d/Maize/2-136.ply,27109,,,
Crops3D,Maize,../data/crops3d/Maize/2-137.ply,181182,,,
Crops3D,Maize,../data/crops3d/Maize/2-138.ply,37944,,,
Crops3D,Maize,../data/crops3d/Maize/2-14.ply,59116,,,
Crops3D,Maize,../data/crops3d/Maize/2-140.ply,14092,,,
Crops3D,Maize,../data/crops3d/Maize/2-141.ply,82740,,,
Crops3D,Maize,../data/crops3d/Maize/2-142.ply,298997,,,
Crops3D,Maize,../data/crops3d/Maize/2-144.ply,44339,,,
Crops3D,Maize,../data/crops3d/Maize/2-145.ply,79550,,,
Crops3D,Maize,../data/crops3d/Maize/2-148.ply,20776,,,
Crops3D,Maize,../data/crops3d/Maize/2-149.ply,36424,,,
Crops3D,Maize,../data/crops3d/Maize/2-16.ply,34230,,,
Crops3D,Maize,../data/crops3d/Maize/2-17.ply,47469,,,
Crops3D,Maize,../data/crops3d/Maize/2-18.ply,30801,,,
Crops3D,Maize,../data/crops3d/Maize/2-2.ply,65941,,,
Crops3D,Maize,../data/crops3d/Maize/2-20.ply,32291,,,
Crops3D,Maize,../data/crops3d/Maize/2-21.ply,45964,,,
Crops3D,Maize,../data/crops3d/Maize/2-22.ply,52080,,,
Crops3D,Maize,../data/crops3d/Maize/2-23.ply,34275,,,
Crops3D,Maize,../data/crops3d/Maize/2-24.ply,22797,,,
Crops3D,Maize,../data/crops3d/Maize/2-25.ply,44207,,,
Crops3D,Maize,../data/crops3d/Maize/2-26.ply,54983,,,
Crops3D,Maize,../data/crops3d/Maize/2-28.ply,42476,,,
Crops3D,Maize,../data/crops3d/Maize/2-29.ply,91199,,,
Crops3D,Maize,../data/crops3d/Maize/2-3.ply,72965,,,
Crops3D,Maize,../data/crops3d/Maize/2-31.ply,55949,,,
Crops3D,Maize,../data/crops3d/Maize/2-32.ply,40678,,,
Crops3D,Maize,../data/crops3d/Maize/2-33.ply,30473,,,
Crops3D,Maize,../data/crops3d/Maize/2-34.ply,29830,,,
Crops3D,Maize,../data/crops3d/Maize/2-35.ply,25363,,,
Crops3D,Maize,../data/crops3d/Maize/2-36.ply,61225,,,
Crops3D,Maize,../data/crops3d/Maize/2-37.ply,43421,,,
Crops3D,Maize,../data/crops3d/Maize/2-39.ply,52775,,,
Crops3D,Maize,../data/crops3d/Maize/2-4.ply,62243,,,
Crops3D,Maize,../data/crops3d/Maize/2-5.ply,88726,,,
Crops3D,Maize,../data/crops3d/Maize/2-50.ply,148650,,,
Crops3D,Maize,../data/crops3d/Maize/2-51.ply,115892,,,
Crops3D,Maize,../data/crops3d/Maize/2-52.ply,106737,,,
Crops3D,Maize,../data/crops3d/Maize/2-53.ply,92085,,,
Crops3D,Maize,../data/crops3d/Maize/2-54.ply,100053,,,
Crops3D,Maize,../data/crops3d/Maize/2-56.ply,87412,,,
Crops3D,Maize,../data/crops3d/Maize/2-57.ply,68926,,,
Crops3D,Maize,../data/crops3d/Maize/2-58.ply,55020,,,
Crops3D,Maize,../data/crops3d/Maize/2-59.ply,37260,,,
Crops3D,Maize,../data/crops3d/Maize/2-6.ply,75681,,,
Crops3D,Maize,../data/crops3d/Maize/2-60.ply,50228,,,
Crops3D,Maize,../data/crops3d/Maize/2-61.ply,35486,,,
Crops3D,Maize,../data/crops3d/Maize/2-62.ply,41076,,,
Crops3D,Maize,../data/crops3d/Maize/2-63.ply,30135,,,
Crops3D,Maize,../data/crops3d/Maize/2-64.ply,28247,,,
Crops3D,Maize,../data/crops3d/Maize/2-65.ply,39678,,,
Crops3D,Maize,../data/crops3d/Maize/2-66.ply,34255,,,
Crops3D,Maize,../data/crops3d/Maize/2-67.ply,51591,,,
Crops3D,Maize,../data/crops3d/Maize/2-68.ply,44010,,,
Crops3D,Maize,../data/crops3d/Maize/2-69.ply,55809,,,
Crops3D,Maize,../data/crops3d/Maize/2-7.ply,82375,,,
Crops3D,Maize,../data/crops3d/Maize/2-70.ply,42207,,,
Crops3D,Maize,../data/crops3d/Maize/2-71.ply,75065,,,
Crops3D,Maize,../data/crops3d/Maize/2-75.ply,102311,,,
Crops3D,Maize,../data/crops3d/Maize/2-76.ply,111562,,,
Crops3D,Maize,../data/crops3d/Maize/2-77.ply,91798,,,
Crops3D,Maize,../data/crops3d/Maize/2-78.ply,92653,,,
Crops3D,Maize,../data/crops3d/Maize/2-79.ply,100564,,,
Crops3D,Maize,../data/crops3d/Maize/2-8.ply,115764,,,
Crops3D,Maize,../data/crops3d/Maize/2-80.ply,115131,,,
Crops3D,Maize,../data/crops3d/Maize/2-81.ply,182053,,,
Crops3D,Maize,../data/crops3d/Maize/2-83.ply,135147,,,
Crops3D,Maize,../data/crops3d/Maize/2-84.ply,147849,,,
Crops3D,Maize,../data/crops3d/Maize/2-85.ply,89092,,,
Crops3D,Maize,../data/crops3d/Maize/2-86.ply,99262,,,
Crops3D,Maize,../data/crops3d/Maize/2-87.ply,161806,,,
Crops3D,Maize,../data/crops3d/Maize/2-88.ply,130196,,,
Crops3D,Maize,../data/crops3d/Maize/2-89.ply,135018,,,
Crops3D,Maize,../data/crops3d/Maize/2-9.ply,129104,,,
Crops3D,Maize,../data/crops3d/Maize/3-1.ply,48993,,,
Crops3D,Maize,../data/crops3d/Maize/3-10.ply,48705,,,
Crops3D,Maize,../data/crops3d/Maize/3-11.ply,94839,,,
Crops3D,Maize,../data/crops3d/Maize/3-12.ply,82370,,,
Crops3D,Maize,../data/crops3d/Maize/3-13.ply,179827,,,
Crops3D,Maize,../data/crops3d/Maize/3-14.ply,163214,,,
Crops3D,Maize,../data/crops3d/Maize/3-15.ply,132528,,,
Crops3D,Maize,../data/crops3d/Maize/3-16.ply,63690,,,
Crops3D,Maize,../data/crops3d/Maize/3-17.ply,68112,,,
Crops3D,Maize,../data/crops3d/Maize/3-18.ply,73555,,,
Crops3D,Maize,../data/crops3d/Maize/3-19.ply,12082,,,
Crops3D,Maize,../data/crops3d/Maize/3-2.ply,105398,,,
Crops3D,Maize,../data/crops3d/Maize/3-21.ply,21561,,,
Crops3D,Maize,../data/crops3d/Maize/3-22.ply,25886,,,
Crops3D,Maize,../data/crops3d/Maize/3-23.ply,29738,,,
Crops3D,Maize,../data/crops3d/Maize/3-24.ply,18829,,,
Crops3D,Maize,../data/crops3d/Maize/3-26.ply,42067,,,
Crops3D,Maize,../data/crops3d/Maize/3-27.ply,22497,,,
Crops3D,Maize,../data/crops3d/Maize/3-28.ply,38482,,,
Crops3D,Maize,../data/crops3d/Maize/3-29.ply,52977,,,
Crops3D,Maize,../data/crops3d/Maize/3-3.ply,77642,,,
Crops3D,Maize,../data/crops3d/Maize/3-30.ply,39793,,,
Crops3D,Maize,../data/crops3d/Maize/3-31.ply,36782,,,
Crops3D,Maize,../data/crops3d/Maize/3-32.ply,37500,,,
Crops3D,Maize,../data/crops3d/Maize/3-33.ply,36810,,,
Crops3D,Maize,../data/crops3d/Maize/3-34.ply,45925,,,
Crops3D,Maize,../data/crops3d/Maize/3-35.ply,30615,,,
Crops3D,Maize,../data/crops3d/Maize/3-36.ply,28807,,,
Crops3D,Maize,../data/crops3d/Maize/3-37.ply,33986,,,
Crops3D,Maize,../data/crops3d/Maize/3-38.ply,37541,,,
Crops3D,Maize,../data/crops3d/Maize/3-39.ply,38148,,,
Crops3D,Maize,../data/crops3d/Maize/3-4.ply,43252,,,
Crops3D,Maize,../data/crops3d/Maize/3-40.ply,84565,,,
Crops3D,Maize,../data/crops3d/Maize/3-41.ply,42722,,,
Crops3D,Maize,../data/crops3d/Maize/3-42.ply,136554,,,
Crops3D,Maize,../data/crops3d/Maize/3-43.ply,148467,,,
Crops3D,Maize,../data/crops3d/Maize/3-44.ply,183273,,,
Crops3D,Maize,../data/crops3d/Maize/3-45.ply,185508,,,
Crops3D,Maize,../data/crops3d/Maize/3-46.ply,94000,,,
Crops3D,Maize,../data/crops3d/Maize/3-47.ply,103672,,,
Crops3D,Maize,../data/crops3d/Maize/3-48.ply,101522,,,
Crops3D,Maize,../data/crops3d/Maize/3-49.ply,90349,,,
Crops3D,Maize,../data/crops3d/Maize/3-5.ply,52668,,,
Crops3D,Maize,../data/crops3d/Maize/3-50.ply,92474,,,
Crops3D,Maize,../data/crops3d/Maize/3-51.ply,83031,,,
Crops3D,Maize,../data/crops3d/Maize/3-52.ply,60291,,,
Crops3D,Maize,../data/crops3d/Maize/3-53.ply,70057,,,
Crops3D,Maize,../data/crops3d/Maize/3-54.ply,37006,,,
Crops3D,Maize,../data/crops3d/Maize/3-55.ply,50061,,,
Crops3D,Maize,../data/crops3d/Maize/3-56.ply,44084,,,
Crops3D,Maize,../data/crops3d/Maize/3-57.ply,50543,,,
Crops3D,Maize,../data/crops3d/Maize/3-58.ply,34843,,,
Crops3D,Maize,../data/crops3d/Maize/3-59.ply,37313,,,
Crops3D,Maize,../data/crops3d/Maize/3-6.ply,40923,,,
Crops3D,Maize,../data/crops3d/Maize/3-60.ply,27112,,,
Crops3D,Maize,../data/crops3d/Maize/3-61.ply,29861,,,
Crops3D,Maize,../data/crops3d/Maize/3-7.ply,70589,,,
Crops3D,Maize,../data/crops3d/Maize/3-8.ply,72003,,,
Crops3D,Maize,../data/crops3d/Maize/3-9.ply,49481,,,
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0313_a.txt,1554168,M01,0313,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0314.txt,1641908,M01,0314,False
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0315_a.txt,1301557,M01,0315,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0316.txt,1026080,M01,0316,False
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0317_a.txt,803846,M01,0317,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0318.txt,337476,M01,0318,False
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0319_a.txt,860826,M01,0319,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0320.txt,527758,M01,0320,False
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0321_a.txt,1114990,M01,0321,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0322.txt,805391,M01,0322,False
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0324_a.txt,1214597,M01,0324,True
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0325_a.txt,1407956,M01,0325,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0313_a.txt,1729943,M02,0313,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0314.txt,1432436,M02,0314,False
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0315_a.txt,1441265,M02,0315,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0316.txt,1407769,M02,0316,False
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0317_a.txt,861631,M02,0317,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0318.txt,496132,M02,0318,False
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0319_a.txt,1133991,M02,0319,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0320.txt,1117499,M02,0320,False
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0321_a.txt,1444663,M02,0321,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0322.txt,825218,M02,0322,False
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0324_a.txt,1311008,M02,0324,True
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0325_a.txt,1671990,M02,0325,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0313_a.txt,1300217,M03,0313,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0314.txt,1490615,M03,0314,False
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0315_a.txt,1649077,M03,0315,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0316.txt,1175732,M03,0316,False
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0317_a.txt,668618,M03,0317,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0319_a.txt,642081,M03,0319,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0320.txt,911965,M03,0320,False
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0321_a.txt,932736,M03,0321,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0322.txt,623026,M03,0322,False
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0324_a.txt,1180753,M03,0324,True
Pheno4D,Maize,../data/pheno4d/Maize03/M03_0325_a.txt,1059324,M03,0325,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0313_a.txt,1246633,M04,0313,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0314.txt,937599,M04,0314,False
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0315_a.txt,1507771,M04,0315,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0316.txt,1075895,M04,0316,False
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0317_a.txt,723025,M04,0317,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0318.txt,403938,M04,0318,False
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0319_a.txt,933060,M04,0319,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0320.txt,889035,M04,0320,False
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0321_a.txt,955996,M04,0321,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0322.txt,943316,M04,0322,False
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0324_a.txt,1424892,M04,0324,True
Pheno4D,Maize,../data/pheno4d/Maize04/M04_0325_a.txt,2113422,M04,0325,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0313_a.txt,1865929,M05,0313,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0314.txt,1873556,M05,0314,False
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0315_a.txt,1948620,M05,0315,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0316.txt,1328413,M05,0316,False
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0317_a.txt,727870,M05,0317,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0318.txt,465873,M05,0318,False
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0319_a.txt,659856,M05,0319,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0320.txt,567138,M05,0320,False
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0321_a.txt,658827,M05,0321,True
