dataset,species,filepath,n_points,plant_id,scan_date,is_annotated
Crops3D,Maize,../data/crops3d/Maize/2-114.ply,50665,,,
Crops3D,Maize,../data/crops3d/Maize/2-7.ply,82375,,,
Crops3D,Maize,../data/crops3d/Maize/1-127.ply,304946,,,
Crops3D,Maize,../data/crops3d/Maize/2-137.ply,181182,,,
Crops3D,Maize,../data/crops3d/Maize/3-31.ply,36782,,,
Crops3D,Maize,../data/crops3d/Maize/2-106.ply,50050,,,
Crops3D,Maize,../data/crops3d/Maize/3-43.ply,148467,,,
Crops3D,Maize,../data/crops3d/Maize/2-144.ply,44339,,,
Crops3D,Maize,../data/crops3d/Maize/2-111.ply,27280,,,
Crops3D,Maize,../data/crops3d/Maize/3-57.ply,50543,,,
Crops3D,Maize,../data/crops3d/Maize/3-11.ply,94839,,,
Crops3D,Maize,../data/crops3d/Maize/2-4.ply,62243,,,
Crops3D,Maize,../data/crops3d/Maize/3-50.ply,92474,,,
Crops3D,Maize,../data/crops3d/Maize/2-31.ply,55949,,,
Crops3D,Maize,../data/crops3d/Maize/2-115.ply,83607,,,
Crops3D,Maize,../data/crops3d/Maize/2-8.ply,115764,,,
Crops3D,Maize,../data/crops3d/Maize/1-113.ply,304438,,,
Crops3D,Maize,../data/crops3d/Maize/2-3.ply,72965,,,
Crops3D,Maize,../data/crops3d/Maize/3-27.ply,22497,,,
Crops3D,Maize,../data/crops3d/Maize/2-81.ply,182053,,,
Crops3D,Maize,../data/crops3d/Maize/2-104.ply,91414,,,
Crops3D,Maize,../data/crops3d/Maize/1-100.ply,280501,,,
Crops3D,Maize,../data/crops3d/Maize/1-64.ply,47250,,,
Crops3D,Maize,../data/crops3d/Maize/2-36.ply,61225,,,
Crops3D,Maize,../data/crops3d/Maize/1-121.ply,178013,,,
Crops3D,Maize,../data/crops3d/Maize/3-48.ply,101522,,,
Crops3D,Maize,../data/crops3d/Maize/1-76.ply,97748,,,
Crops3D,Maize,../data/crops3d/Maize/2-117.ply,42751,,,
Crops3D,Maize,../data/crops3d/Maize/3-23.ply,29738,,,
Crops3D,Maize,../data/crops3d/Maize/1-62.ply,62070,,,
Crops3D,Maize,../data/crops3d/Maize/2-11.ply,110551,,,
Crops3D,Maize,../data/crops3d/Maize/3-33.ply,36810,,,
Crops3D,Maize,../data/crops3d/Maize/2-52.ply,106737,,,
Crops3D,Maize,../data/crops3d/Maize/3-16.ply,63690,,,
Crops3D,Maize,../data/crops3d/Maize/2-18.ply,30801,,,
Crops3D,Maize,../data/crops3d/Maize/3-2.ply,105398,,,
Crops3D,Maize,../data/crops3d/Maize/1-114.ply,143500,,,
Crops3D,Maize,../data/crops3d/Maize/2-65.ply,39678,,,
Crops3D,Maize,../data/crops3d/Maize/1-65.ply,74902,,,
Crops3D,Maize,../data/crops3d/Maize/3-38.ply,37541,,,
Crops3D,Maize,../data/crops3d/Maize/2-85.ply,89092,,,
Crops3D,Maize,../data/crops3d/Maize/2-102.ply,90827,,,
Crops3D,Maize,../data/crops3d/Maize/2-1.ply,58051,,,
Crops3D,Maize,../data/crops3d/Maize/3-42.ply,136554,,,
Crops3D,Maize,../data/crops3d/Maize/1-21.ply,38607,,,
Crops3D,Maize,../data/crops3d/Maize/2-89.ply,135018,,,
Crops3D,Maize,../data/crops3d/Maize/3-34.ply,45925,,,
Crops3D,Maize,../data/crops3d/Maize/1-118.ply,371527,,,
Crops3D,Maize,../data/crops3d/Maize/3-19.ply,12082,,,
Crops3D,Maize,../data/crops3d/Maize/2-101.ply,50694,,,
Crops3D,Maize,../data/crops3d/Maize/2-22.ply,52080,,,
Crops3D,Maize,../data/crops3d/Maize/2-60.ply,50228,,,
Crops3D,Maize,../data/crops3d/Maize/1-52.ply,38904,,,
Crops3D,Maize,../data/crops3d/Maize/1-120.ply,224447,,,
Crops3D,Maize,../data/crops3d/Maize/1-67.ply,115216,,,
Crops3D,Maize,../data/crops3d/Maize/3-5.ply,52668,,,
Crops3D,Maize,../data/crops3d/Maize/3-46.ply,94000,,,
Crops3D,Maize,../data/crops3d/Maize/1-55.ply,135109,,,
Crops3D,Maize,../data/crops3d/Maize/1-51.ply,164663,,,
Crops3D,Maize,../data/crops3d/Maize/2-10.ply,92022,,,
Crops3D,Maize,../data/crops3d/Maize/1-56.ply,94407,,,
Crops3D,Maize,../data/crops3d/Maize/2-12.ply,80104,,,
Crops3D,Maize,../data/crops3d/Maize/3-26.ply,42067,,,
Crops3D,Maize,../data/crops3d/Maize/1-72.ply,67442,,,
Crops3D,Maize,../data/crops3d/Maize/1-107.ply,167300,,,
Crops3D,Maize,../data/crops3d/Maize/2-149.ply,36424,,,
Crops3D,Maize,../data/crops3d/Maize/3-18.ply,73555,,,
Crops3D,Maize,../data/crops3d/Maize/2-62.ply,41076,,,
Crops3D,Maize,../data/crops3d/Maize/3-49.ply,90349,,,
Crops3D,Maize,../data/crops3d/Maize/1-63.ply,21584,,,
Crops3D,Maize,../data/crops3d/Maize/2-23.ply,34275,,,
Crops3D,Maize,../data/crops3d/Maize/1-19.ply,14799,,,
Crops3D,Maize,../data/crops3d/Maize/1-123.ply,457347,,,
Crops3D,Maize,../data/crops3d/Maize/2-88.ply,130196,,,
Crops3D,Maize,../data/crops3d/Maize/2-105.ply,61913,,,
Crops3D,Maize,../data/crops3d/Maize/1-70.ply,18316,,,
Crops3D,Maize,../data/crops3d/Maize/2-26.ply,54983,,,
Crops3D,Maize,../data/crops3d/Maize/2-63.ply,30135,,,
Crops3D,Maize,../data/crops3d/Maize/3-24.ply,18829,,,
Crops3D,Maize,../data/crops3d/Maize/1-117.ply,128336,,,
Crops3D,Maize,../data/crops3d/Maize/2-64.ply,28247,,,
Crops3D,Maize,../data/crops3d/Maize/3-37.ply,33986,,,
Crops3D,Maize,../data/crops3d/Maize/1-58.ply,128270,,,
Crops3D,Maize,../data/crops3d/Maize/2-141.ply,82740,,,
Crops3D,Maize,../data/crops3d/Maize/3-36.ply,28807,,,
Crops3D,Maize,../data/crops3d/Maize/3-47.ply,103672,,,
Crops3D,Maize,../data/crops3d/Maize/2-6.ply,75681,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-16_1-1.ply,304689,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-22_30-52.ply,951581,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-10_10-3.ply,717362,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-10_20-28.ply,575606,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_10-3.ply,1097459,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_30-4.ply,230493,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-14_10-3.ply,1094013,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_35-22.ply,1318491,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_20-28.ply,1317277,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-14_10-53.ply,950967,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_1-1.ply,686470,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_30-4.ply,651656,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_30-4.ply,715852,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_2-1.ply,349304,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-10_30-4.ply,411796,,,
Crops3D,Tomato,../data/crops3d/Tomato/11-2_35-22.ply,4619087,,,
Crops3D,Tomato,../data/crops3d/Tomato/10-5_1-1.ply,635311,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_30-4.ply,531981,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_20-28.ply,322315,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_2-1.ply,288551,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_1-55.ply,349960,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_10-3.ply,724995,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_1-55.ply,559438,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_1-1.ply,693989,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_1-1.ply,694668,,,
Crops3D,Tomato,../data/crops3d/Tomato/10-5_30-52.ply,619627,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-22_10-53.ply,699289,,,
Crops3D,Tomato,../data/crops3d/Tomato/11-2_1-55.ply,5519258,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-10_10-53.ply,670125,,,
Crops3D,Tomato,../data/crops3d/Tomato/10-5_30-4.ply,1515996,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_10-53.ply,217087,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_10-53.ply,1163846,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_30-52.ply,871296,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_1-1.ply,373501,,,
Crops3D,Tomato,../data/crops3d/Tomato/10-5_10-3.ply,1385806,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-22_20-28.ply,1030673,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_2-1.ply,416232,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-14_1-1.ply,1065099,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_30-52.ply,794714,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_1-55.ply,1204764,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_35-22.ply,375584,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-14_30-4.ply,1164597,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_30-4.ply,560061,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_2-1.ply,142475,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-16_1-55.ply,646390,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_35-22.ply,1818335,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-14_1-55.ply,730519,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_30-52.ply,427093,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_35-22.ply,761093,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_10-53.ply,624644,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_30-52.ply,602847,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_30-4.ply,746428,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-22_10-3.ply,1035417,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_1-55.ply,1304362,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_10-3.ply,1126362,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_1-55.ply,1099080,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_10-3.ply,1356467,,,
Crops3D,Tomato,../data/crops3d/Tomato/11-2_10-3.ply,2633426,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_20-28.ply,1199025,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_1-1.ply,600581,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_30-52.ply,950111,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_35-22.ply,486520,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_1-1.ply,138243,,,
Crops3D,Tomato,../data/crops3d/Tomato/11-2_30-4.ply,2482909,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-13_2-1.ply,78655,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-22_30-4.ply,609303,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-3_20-28.ply,2158075,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-25_10-53.ply,1046969,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-28_10-3.ply,1129742,,,
Crops3D,Tomato,../data/crops3d/Tomato/9-6_2-1.ply,354155,,,
Crops3D,Tomato,../data/crops3d/Tomato/8-31_10-53.ply,1054630,,,
