dataset,species,filepath,n_points,plant_id,scan_date,is_annotated
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0325_a.txt,1025838,M05,325.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0313_a.txt,1448529,M06,313.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0315_a.txt,1678327,M06,315.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0317_a.txt,672008,M06,317.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0319_a.txt,652803,M06,319.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0321_a.txt,921660,M06,321.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0324_a.txt,1108459,M06,324.0,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0325_a.txt,830456,M06,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0305_a.txt,1518307,T02,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0307_a.txt,2660027,T02,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0309_a.txt,2530683,T02,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0311_a.txt,2801320,T02,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0313_a.txt,3583327,T02,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0315_a.txt,2136519,T02,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0317_a.txt,2842484,T02,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0319_a.txt,1542285,T02,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0321_a.txt,1774166,T02,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0324_a.txt,3311762,T02,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0325_a.txt,3455376,T02,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0305_a.txt,1813293,T04,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0307_a.txt,3343187,T04,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0309_a.txt,2297741,T04,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0311_a.txt,2003117,T04,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0313_a.txt,3593893,T04,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0315_a.txt,2154627,T04,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0317_a.txt,2083265,T04,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0319_a.txt,1499710,T04,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0321_a.txt,1723118,T04,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0324_a.txt,4049020,T04,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0325_a.txt,3426328,T04,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0305_a.txt,2016700,T05,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0307_a.txt,3327492,T05,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0309_a.txt,2816615,T05,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0311_a.txt,2515717,T05,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0313_a.txt,2255599,T05,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0315_a.txt,2191286,T05,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0317_a.txt,2611675,T05,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0319_a.txt,2057554,T05,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0321_a.txt,2319345,T05,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0324_a.txt,3877484,T05,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0325_a.txt,4498453,T05,325.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0305_a.txt,2237837,T06,305.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0307_a.txt,2746808,T06,307.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0309_a.txt,1995551,T06,309.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0311_a.txt,1993346,T06,311.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0313_a.txt,4278147,T06,313.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0315_a.txt,1855157,T06,315.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0317_a.txt,1803032,T06,317.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0319_a.txt,1798015,T06,319.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0321_a.txt,1901851,T06,321.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0324_a.txt,3386930,T06,324.0,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0325_a.txt,2776058,T06,325.0,True
