plant_id,species,scan_date,source_filepath,height,stem_diameter,leaf_area,leaf_count,volume,n_soil_pts,n_stem_pts,n_leaf_pts,stem_frac_of_points,stem_leaf_boundary_low_confidence
M02,Maize,319.0,../data/pheno4d/Maize02/M02_0319_a.txt,245.4380102331993,18.051907151618266,2005.5482363040442,4.0,911995.2093682841,1904,742,1450,0.18115234375,False
M02,Maize,320.0,../data/pheno4d/Maize02/M02_0320.txt,299.038487293476,11.084370092875469,2939.1155670707794,5.0,1455085.474305531,1263,931,1902,0.227294921875,False
M02,Maize,321.0,../data/pheno4d/Maize02/M02_0321_a.txt,313.0982866421182,17.869348254502682,3370.616784028554,4.0,2784291.0095315925,1298,593,2205,0.144775390625,False
M02,Maize,322.0,../data/pheno4d/Maize02/M02_0322.txt,339.93360207038495,23.303737965450093,3578.102718663358,9.0,4150461.775245738,0,906,3190,0.22119140625,False
M02,Maize,324.0,../data/pheno4d/Maize02/M02_0324_a.txt,326.6685277066954,21.11053205003379,9203.595128195591,3.0,6777407.861210317,567,396,3133,0.0966796875,False
M02,Maize,325.0,../data/pheno4d/Maize02/M02_0325_a.txt,385.99589925684995,16.82915403144255,4413.631556624884,6.0,9217219.005245252,472,985,2639,0.240478515625,False
M03,Maize,313.0,../data/pheno4d/Maize03/M03_0313_a.txt,48.315800099822226,9.338943898257618,,,4130.931585600775,3815,281,0,0.068603515625,False
M03,Maize,314.0,../data/pheno4d/Maize03/M03_0314.txt,66.49399875474842,6.613918127669834,85.00076371086517,1.0,8575.46781672921,3745,304,47,0.07421875,False
M03,Maize,315.0,../data/pheno4d/Maize03/M03_0315_a.txt,93.8193047281172,4.172254367803095,257.23209576979264,1.0,14264.67415757332,3618,367,111,0.089599609375,False
M03,Maize,316.0,../data/pheno4d/Maize03/M03_0316.txt,115.33439534617332,3.9476623318762645,403.7523635312755,2.0,24534.87185185503,3406,514,176,0.12548828125,False
M03,Maize,317.0,../data/pheno4d/Maize03/M03_0317_a.txt,142.79629415322188,4.213344217036566,720.4236532962475,5.0,74753.83003071186,3096,649,351,0.158447265625,False
M03,Maize,319.0,../data/pheno4d/Maize03/M03_0319_a.txt,223.14770293137963,6.066831138445501,542.9777314947861,3.0,165719.8968300372,2394,992,710,0.2421875,False
M03,Maize,320.0,../data/pheno4d/Maize03/M03_0320.txt,270.0267927245977,5.611372818770516,1491.4879274894806,2.0,254432.12056002024,2353,479,1264,0.116943359375,False
M03,Maize,321.0,../data/pheno4d/Maize03/M03_0321_a.txt,254.05179818277065,6.050169122468511,3008.126740050978,2.0,538204.3396136466,1811,343,1942,0.083740234375,False
M03,Maize,322.0,../data/pheno4d/Maize03/M03_0322.txt,313.16890626839813,9.203127457447334,4009.019565454267,4.0,984957.4169127695,0,384,3712,0.09375,False
M03,Maize,324.0,../data/pheno4d/Maize03/M03_0324_a.txt,387.6312888044704,16.72646777610305,4224.693240229757,5.0,2371292.315842895,1235,654,2207,0.15966796875,False
M03,Maize,325.0,../data/pheno4d/Maize03/M03_0325_a.txt,395.7177880754916,49.725146132732924,4102.238899218531,5.0,5497272.910839973,0,1064,3032,0.259765625,False
M04,Maize,313.0,../data/pheno4d/Maize04/M04_0313_a.txt,54.00749720799547,6.981391872017926,,,10453.518454744371,3801,295,0,0.072021484375,False
M04,Maize,314.0,../data/pheno4d/Maize04/M04_0314.txt,68.51439940680226,4.006492726181529,176.62836799147323,2.0,7610.222036013529,3627,380,89,0.0927734375,False
M04,Maize,315.0,../data/pheno4d/Maize04/M04_0315_a.txt,101.22129698601165,7.164617913225584,352.4111310146549,2.0,38231.904462351784,3440,491,165,0.119873046875,False
M04,Maize,316.0,../data/pheno4d/Maize04/M04_0316.txt,119.73340524399224,4.298608223259448,582.4885761888711,3.0,37871.74849911863,3260,541,295,0.132080078125,False
M04,Maize,317.0,../data/pheno4d/Maize04/M04_0317_a.txt,155.85880298069696,4.81671001836339,898.6444833258053,4.0,100097.90597690058,2932,573,591,0.139892578125,False
M04,Maize,318.0,../data/pheno4d/Maize04/M04_0318.txt,228.57770051396437,7.8183672163835345,1659.7509467130499,5.0,614731.7164509232,0,1175,2921,0.286865234375,False
M04,Maize,319.0,../data/pheno4d/Maize04/M04_0319_a.txt,253.74650800660265,5.060032229285048,1400.4292871585385,4.0,285650.6978905438,2308,866,922,0.21142578125,False
M04,Maize,320.0,../data/pheno4d/Maize04/M04_0320.txt,327.258498673631,13.988351382034876,1229.0294323453093,2.0,378508.03975594376,1731,1136,1229,0.27734375,False
M04,Maize,321.0,../data/pheno4d/Maize04/M04_0321_a.txt,330.61430884810306,7.114851185764123,3154.3729106573633,1.0,706575.0794227143,1472,481,2143,0.117431640625,False
M04,Maize,322.0,../data/pheno4d/Maize04/M04_0322.txt,357.5285119734963,6.4059997064518,3938.185010910038,5.0,1735548.3735704152,447,916,2733,0.2236328125,False
M04,Maize,324.0,../data/pheno4d/Maize04/M04_0324_a.txt,448.57188977830447,9.565932272007922,4983.230898227257,4.0,1563845.2326149368,1228,1016,1852,0.248046875,False
M04,Maize,325.0,../data/pheno4d/Maize04/M04_0325_a.txt,394.5316940115299,39.03691333628171,3221.0282493995323,4.0,1847012.4459943322,626,1064,2406,0.259765625,False
M05,Maize,313.0,../data/pheno4d/Maize05/M05_0313_a.txt,15.042700244592453,3.158782807557876,,,167.03142889862355,4039,57,0,0.013916015625,False
M05,Maize,314.0,../data/pheno4d/Maize05/M05_0314.txt,29.850099259219178,3.6460594213348005,,,948.9705881977388,3992,104,0,0.025390625,False
M05,Maize,315.0,../data/pheno4d/Maize05/M05_0315_a.txt,54.58539972983199,3.9762638507436834,,,4534.886457979851,3811,285,0,0.069580078125,False
M05,Maize,316.0,../data/pheno4d/Maize05/M05_0316.txt,73.75140467822409,3.4312333518139346,,,6403.500184913287,3765,316,15,0.0771484375,False
M05,Maize,317.0,../data/pheno4d/Maize05/M05_0317_a.txt,94.56440188286486,4.539006079845543,435.42745059013384,2.0,21463.363259692767,3508,390,198,0.09521484375,False
M05,Maize,318.0,../data/pheno4d/Maize05/M05_0318.txt,130.71629890590543,9.111268919726168,467.9812193660107,1.0,46213.99251368249,3228,638,230,0.15576171875,False
M05,Maize,319.0,../data/pheno4d/Maize05/M05_0319_a.txt,148.4476137484287,11.63238747125578,457.8711457652665,2.0,60982.92673838951,3137,752,207,0.18359375,False
M05,Maize,320.0,../data/pheno4d/Maize05/M05_0320.txt,168.78249786052447,9.778609240489589,1142.723807545321,3.0,124448.96609683296,2301,509,1286,0.124267578125,False
M05,Maize,321.0,../data/pheno4d/Maize05/M05_0321_a.txt,160.73350286597497,6.940829197320293,986.1861989173897,3.0,179187.73663775815,2593,422,1081,0.10302734375,False
M05,Maize,322.0,../data/pheno4d/Maize05/M05_0322.txt,184.08199380496262,4.5119412765404014,2433.1733725052914,2.0,609315.0281686105,1860,274,1962,0.06689453125,False
M05,Maize,324.0,../data/pheno4d/Maize05/M05_0324_a.txt,246.7616011918244,12.099288299654239,1520.1967518376491,4.0,1159559.5614538472,1951,779,1366,0.190185546875,False
M05,Maize,325.0,../data/pheno4d/Maize05/M05_0325_a.txt,269.15008111829593,11.547142989836988,2029.337371487068,3.0,1947812.3251948934,1529,763,1804,0.186279296875,False
M06,Maize,313.0,../data/pheno4d/Maize06/M06_0313_a.txt,37.70850111179027,12.852738710127346,97.87291358810002,3.0,12198.281054718178,3925,129,42,0.031494140625,False
M06,Maize,314.0,../data/pheno4d/Maize06/M06_0314.txt,56.55370123982209,5.9806862228988695,,,5736.212740377243,3799,274,23,0.06689453125,False
M06,Maize,315.0,../data/pheno4d/Maize06/M06_0315_a.txt,82.37009616120724,7.770897462107846,240.34280452721111,3.0,12506.42466816141,3535,404,157,0.0986328125,False
M06,Maize,316.0,../data/pheno4d/Maize06/M06_0316.txt,110.88849858110488,5.622522365026886,602.5218774879825,4.0,33662.03803261439,3231,458,407,0.11181640625,False
M06,Maize,317.0,../data/pheno4d/Maize06/M06_0317_a.txt,158.8699003708989,5.85441903294903,818.1714407347253,2.0,79134.51293089548,3086,672,338,0.1640625,False
M06,Maize,318.0,../data/pheno4d/Maize06/M06_0318.txt,214.03690007153,7.136390731524475,1360.713525438752,2.0,171358.8778127695,2223,986,887,0.24072265625,False
M06,Maize,319.0,../data/pheno4d/Maize06/M06_0319_a.txt,252.89321229907728,6.570654461336551,1444.775773031159,2.0,226998.16798869698,1875,1049,1172,0.256103515625,False
M06,Maize,320.0,../data/pheno4d/Maize06/M06_0320.txt,296.69659138084535,9.580499035601939,1794.1167350882224,3.0,506305.71287753823,949,560,2587,0.13671875,False
M06,Maize,321.0,../data/pheno4d/Maize06/M06_0321_a.txt,288.04660372166836,6.797899118471041,2942.4841527074304,3.0,885397.6881683635,1605,751,1740,0.183349609375,False
M06,Maize,322.0,../data/pheno4d/Maize06/M06_0322.txt,355.8330885810901,16.65223448256531,3867.7997710029626,4.0,1873362.4939981538,741,645,2710,0.157470703125,False
M06,Maize,324.0,../data/pheno4d/Maize06/M06_0324_a.txt,438.90477409925734,13.310471861706894,3806.9946783559126,2.0,866345.2908748869,1636,843,1617,0.205810546875,False
M06,Maize,325.0,../data/pheno4d/Maize06/M06_0325_a.txt,415.16620592193976,13.184561326845365,3713.560745072333,3.0,717814.0791700806,1371,1139,1586,0.278076171875,False
M07,Maize,313.0,../data/pheno4d/Maize07/M07_0313_a.txt,79.96380081862114,4.41370745722526,126.63199769063824,2.0,13201.520291190162,3624,395,77,0.096435546875,False
M07,Maize,314.0,../data/pheno4d/Maize07/M07_0314.txt,104.42469925908671,4.694785901883339,256.1636210344427,2.0,18174.14724305801,3439,526,131,0.12841796875,False
M07,Maize,315.0,../data/pheno4d/Maize07/M07_0315_a.txt,133.21590859115787,5.005543519216539,679.2707387980773,4.0,52383.98572166858,3122,645,329,0.157470703125,False
M07,Maize,316.0,../data/pheno4d/Maize07/M07_0316.txt,144.6248931002449,5.046073062850096,1289.327110781225,4.0,116262.30165567751,2930,488,678,0.119140625,False
M07,Maize,317.0,../data/pheno4d/Maize07/M07_0317_a.txt,193.62121047877235,5.911592378703588,1132.4927797711707,2.0,182705.86781838266,2777,608,711,0.1484375,False
M07,Maize,318.0,../data/pheno4d/Maize07/M07_0318.txt,262.56080253142136,17.402030767219514,2220.4464368752692,6.0,618396.3952240738,0,806,3290,0.19677734375,False
M07,Maize,319.0,../data/pheno4d/Maize07/M07_0319_a.txt,277.1288186866659,5.960007956640151,2298.788502336735,2.0,448333.7397167048,1875,624,1597,0.15234375,False
M07,Maize,320.0,../data/pheno4d/Maize07/M07_0320.txt,276.7329989195241,17.016162592619075,2281.086390573846,5.0,899095.1399535154,604,633,2859,0.154541015625,False
M07,Maize,321.0,../data/pheno4d/Maize07/M07_0321_a.txt,322.0969892899848,19.018965774664316,2660.2701227553457,3.0,1357198.412933264,1223,991,1882,0.241943359375,False
M07,Maize,322.0,../data/pheno4d/Maize07/M07_0322.txt,379.4075895675777,16.479930094150784,3749.5513717552417,3.0,2275498.4542255374,895,1336,1865,0.326171875,False
M07,Maize,324.0,../data/pheno4d/Maize07/M07_0324_a.txt,405.3667039625252,18.12339596997628,3577.9125610108513,5.0,4247317.786919117,540,1334,2222,0.32568359375,False
M07,Maize,325.0,../data/pheno4d/Maize07/M07_0325_a.txt,451.442300682731,27.931094552765323,5220.8353275771,14.0,6752761.619704576,3,1118,2975,0.27294921875,False
T01,Tomato,305.0,../data/pheno4d/Tomato01/T01_0305_a.txt,34.982397940771534,21.78982113612335,3406.824367020216,9.0,140302.37011998793,2289,105,1702,0.025634765625,False
T01,Tomato,306.0,../data/pheno4d/Tomato01/T01_0306.txt,34.09640211313018,30.136529732200326,1523.1799142213008,8.0,72649.30392406257,3125,169,802,0.041259765625,False
T01,Tomato,307.0,../data/pheno4d/Tomato01/T01_0307_a.txt,32.276799324090746,16.342869470353847,1380.6440078835394,7.0,68774.15480316343,3362,76,658,0.0185546875,False
T01,Tomato,308.0,../data/pheno4d/Tomato01/T01_0308.txt,36.91359968988451,21.679234960776462,1011.4608891505259,3.0,119926.94276797528,3345,107,644,0.026123046875,False
T01,Tomato,309.0,../data/pheno4d/Tomato01/T01_0309_a.txt,32.379298034378614,3.7292820639690034,1171.496431990964,9.0,145856.65069203838,3164,158,774,0.03857421875,False
T01,Tomato,310.0,../data/pheno4d/Tomato01/T01_0310.txt,41.840197960487444,37.553721168346115,1307.8591586321259,9.0,157563.20778357435,3073,234,789,0.05712890625,False
T01,Tomato,311.0,../data/pheno4d/Tomato01/T01_0311_a.txt,43.747999483925014,9.095701921118463,1264.9073968448888,9.0,180291.42658393865,3306,201,589,0.049072265625,False
T01,Tomato,312.0,../data/pheno4d/Tomato01/T01_0312.txt,52.166898796769146,19.82848901056544,1610.0002752595785,5.0,91864.77484565416,3074,349,673,0.085205078125,False
T01,Tomato,313.0,../data/pheno4d/Tomato01/T01_0313_a.txt,51.01489655488058,18.45532177649218,1262.4458478667016,6.0,119484.90340659957,2996,607,493,0.148193359375,False
T01,Tomato,314.0,../data/pheno4d/Tomato01/T01_0314.txt,59.05000236613432,7.23562736392047,2139.216786966259,4.0,151495.4268845515,2951,367,778,0.089599609375,False
T01,Tomato,315.0,../data/pheno4d/Tomato01/T01_0315_a.txt,70.86859837849897,4.837802731368532,2845.3613156847514,7.0,216169.12608798835,2789,395,912,0.096435546875,False
T01,Tomato,316.0,../data/pheno4d/Tomato01/T01_0316.txt,78.75689620963863,10.28700624332754,2964.9062264419044,8.0,278861.917205827,2169,797,1130,0.194580078125,False
T01,Tomato,317.0,../data/pheno4d/Tomato01/T01_0317_a.txt,86.6903007245403,10.227760345400053,5051.207093934156,4.0,396187.76776661834,1820,645,1631,0.157470703125,False
T01,Tomato,318.0,../data/pheno4d/Tomato01/T01_0318.txt,88.96549858808964,5.718412693263632,6959.507298715172,5.0,494206.7372293296,1986,432,1678,0.10546875,False
T01,Tomato,319.0,../data/pheno4d/Tomato01/T01_0319_a.txt,108.20790178688321,11.205199048338802,7364.149025589501,8.0,717343.5103126721,1528,634,1934,0.15478515625,False
T01,Tomato,320.0,../data/pheno4d/Tomato01/T01_0320.txt,112.45580241059724,147.05860087343268,7620.947861627268,5.0,832656.2971744981,1311,858,1927,0.20947265625,True
T01,Tomato,321.0,../data/pheno4d/Tomato01/T01_0321_a.txt,129.4901992548912,84.59956185572256,9761.899978736152,5.0,1133521.915161621,1067,718,2311,0.17529296875,False
T01,Tomato,322.0,../data/pheno4d/Tomato01/T01_0322.txt,144.84900236258454,98.63663229153707,8451.360190860398,11.0,1135128.7750094298,828,1294,1974,0.31591796875,False
T01,Tomato,324.0,../data/pheno4d/Tomato01/T01_0324_a.txt,157.33639461549865,30.4857719559136,14392.480784554153,10.0,2031379.4509764174,647,1088,2361,0.265625,False
T01,Tomato,325.0,../data/pheno4d/Tomato01/T01_0325_a.txt,165.61890299171864,146.62694142222261,14525.14064696051,13.0,2413644.1535382317,850,1246,2000,0.30419921875,False
T02,Tomato,305.0,../data/pheno4d/Tomato02/T02_0305_a.txt,22.994700936326637,25.29310734881838,8043.878396873018,1.0,83938.03592757245,96,97,3903,0.023681640625,False
T02,Tomato,306.0,../data/pheno4d/Tomato02/T02_0306.txt,28.46619750761647,5.40985382349839,7459.041344857029,2.0,101080.17867533315,20,93,3983,0.022705078125,False
T02,Tomato,307.0,../data/pheno4d/Tomato02/T02_0307_a.txt,21.157800017578584,1.773910720892656,2565.2033506022417,1.0,40147.01667348176,2764,104,1228,0.025390625,False
T02,Tomato,308.0,../data/pheno4d/Tomato02/T02_0308.txt,27.361601370828964,27.97476386503206,8298.150511793718,1.0,100981.62038729631,147,142,3807,0.03466796875,False
T02,Tomato,309.0,../data/pheno4d/Tomato02/T02_0309_a.txt,26.618200661560223,28.46878427925434,7177.865960186076,4.0,95105.81650386853,477,178,3441,0.04345703125,False
T02,Tomato,310.0,../data/pheno4d/Tomato02/T02_0310.txt,29.253099423291587,24.309069903936837,8863.92157300765,2.0,115723.40979003427,293,181,3622,0.044189453125,False
T02,Tomato,311.0,../data/pheno4d/Tomato02/T02_0311_a.txt,32.78200148845485,37.72327403116774,8651.83573207354,5.0,137640.57965168348,552,132,3412,0.0322265625,False
T02,Tomato,312.0,../data/pheno4d/Tomato02/T02_0312.txt,38.889200110199056,16.31820904420382,8726.695759568713,5.0,162092.6178761586,213,306,3577,0.07470703125,False
T02,Tomato,313.0,../data/pheno4d/Tomato02/T02_0313_a.txt,44.25409979935398,9.162994809027651,9525.2799176603,3.0,203409.12571341358,566,279,3251,0.068115234375,False
T02,Tomato,314.0,../data/pheno4d/Tomato02/T02_0314.txt,52.93640180217017,7.308263417740561,6938.345793785502,8.0,263780.5084865984,1933,254,1909,0.06201171875,False
T02,Tomato,315.0,../data/pheno4d/Tomato02/T02_0315_a.txt,59.32529854955942,15.983336822635707,856.3448039223634,7.0,153878.95268576965,3068,670,358,0.16357421875,False
T02,Tomato,316.0,../data/pheno4d/Tomato02/T02_0316.txt,56.81450035489206,4.699544943954884,2134.428156243562,5.0,139773.5314670196,2914,316,866,0.0771484375,False
T02,Tomato,317.0,../data/pheno4d/Tomato02/T02_0317_a.txt,64.15740326760601,12.01826150451329,2437.23804278662,3.0,222637.06155054274,2772,497,827,0.121337890625,False
T02,Tomato,318.0,../data/pheno4d/Tomato02/T02_0318.txt,69.03560275222617,10.164171338784211,4079.4163728496196,4.0,307725.12731830747,2476,426,1194,0.10400390625,False
T02,Tomato,319.0,../data/pheno4d/Tomato02/T02_0319_a.txt,72.25879775483895,15.326152016577822,5383.455183149506,2.0,332477.1542603329,1521,366,2209,0.08935546875,False
T02,Tomato,320.0,../data/pheno4d/Tomato02/T02_0320.txt,73.632502470482,5.6830892311303245,6540.976430506058,3.0,433402.1931098897,1575,481,2040,0.117431640625,False
T02,Tomato,321.0,../data/pheno4d/Tomato02/T02_0321_a.txt,88.88170258818877,46.38045866218652,8730.759291427074,16.0,801175.8985062327,62,1751,2283,0.427490234375,False
T02,Tomato,322.0,../data/pheno4d/Tomato02/T02_0322.txt,80.38429679001183,81.16673371790135,7263.160748556531,5.0,712455.4265904248,1096,999,2001,0.243896484375,True
T02,Tomato,324.0,../data/pheno4d/Tomato02/T02_0324_a.txt,103.08769917216023,14.618996887328553,13194.579476363917,4.0,1264245.8668241694,1011,608,2477,0.1484375,False
T02,Tomato,325.0,../data/pheno4d/Tomato02/T02_0325_a.txt,102.75940492455766,70.58132851501156,12941.340917068483,7.0,1514648.171875218,944,894,2258,0.21826171875,False
T03,Tomato,305.0,../data/pheno4d/Tomato03/T03_0305_a.txt,42.99649870081089,23.786857721250062,382.77897185148686,2.0,17049.779148207705,3756,130,210,0.03173828125,False
T03,Tomato,306.0,../data/pheno4d/Tomato03/T03_0306.txt,47.00800416408839,5.2641713718412,595.1123633869367,2.0,23560.976174652908,3648,127,321,0.031005859375,False
T03,Tomato,307.0,../data/pheno4d/Tomato03/T03_0307_a.txt,45.817403727711906,4.358750358382418,572.0213114434493,1.0,44042.02246580947,3664,161,271,0.039306640625,False
T03,Tomato,308.0,../data/pheno4d/Tomato03/T03_0308.txt,57.262000474148806,13.196063326521658,277.20214530050407,2.0,25521.913644095584,3767,205,124,0.050048828125,False
T03,Tomato,309.0,../data/pheno4d/Tomato03/T03_0309_a.txt,55.7735991551766,9.501088870038407,120.7053046468174,1.0,20734.655440948143,3800,260,36,0.0634765625,False
T03,Tomato,310.0,../data/pheno4d/Tomato03/T03_0310.txt,58.093501348647806,14.71986536552862,104.65642258177917,2.0,27894.796741905346,3674,370,52,0.09033203125,False
T03,Tomato,311.0,../data/pheno4d/Tomato03/T03_0311_a.txt,59.06340020683696,13.272706229534686,,,34498.505687786856,3658,418,20,0.10205078125,False
T03,Tomato,312.0,../data/pheno4d/Tomato03/T03_0312.txt,62.81949800531601,15.256834515020145,575.5759512086371,4.0,51891.871916206124,3513,333,250,0.081298828125,False
T03,Tomato,313.0,../data/pheno4d/Tomato03/T03_0313_a.txt,69.90120120963911,5.883915960722489,647.6369439965688,4.0,73772.86149369951,3347,481,268,0.117431640625,False
T03,Tomato,314.0,../data/pheno4d/Tomato03/T03_0314.txt,70.43019802583308,16.60311583098251,858.477782556779,8.0,106338.78159166737,3054,669,373,0.163330078125,False
T03,Tomato,315.0,../data/pheno4d/Tomato03/T03_0315_a.txt,70.47840018477291,8.187107217641305,1359.189967158255,5.0,159744.2550328746,2882,672,542,0.1640625,False
T03,Tomato,316.0,../data/pheno4d/Tomato03/T03_0316.txt,78.24369661818923,9.624891660786043,1495.0059447121955,8.0,215481.55058745696,2225,1124,747,0.2744140625,False
T03,Tomato,317.0,../data/pheno4d/Tomato03/T03_0317_a.txt,77.8344992331381,11.133442518037468,3258.692765064581,5.0,297168.8289071075,2079,748,1269,0.1826171875,False
T03,Tomato,318.0,../data/pheno4d/Tomato03/T03_0318.txt,77.29739793979775,10.938372823027944,4144.265933262056,7.0,419702.8293811693,1507,923,1666,0.225341796875,False
T03,Tomato,319.0,../data/pheno4d/Tomato03/T03_0319_a.txt,88.41910387930966,11.881928040911436,5077.204432291168,5.0,570045.0819649782,1539,825,1732,0.201416015625,False
T03,Tomato,320.0,../data/pheno4d/Tomato03/T03_0320.txt,97.1026054787685,24.90935735181314,2737.6726713719017,8.0,776568.5150145479,1128,2126,842,0.51904296875,False
T03,Tomato,321.0,../data/pheno4d/Tomato03/T03_0321_a.txt,96.55650059202526,14.916940752573442,6244.103540437965,7.0,905212.336785332,901,1269,1926,0.309814453125,False
T03,Tomato,322.0,../data/pheno4d/Tomato03/T03_0322.txt,115.01540396494784,64.49739315922142,6315.408294254734,8.0,1227922.7722425377,775,1742,1579,0.42529296875,False
T03,Tomato,324.0,../data/pheno4d/Tomato03/T03_0324_a.txt,125.98250621322222,278.91129185442105,9770.645074429412,7.0,1918586.2824165642,926,1479,1691,0.361083984375,True
T03,Tomato,325.0,../data/pheno4d/Tomato03/T03_0325_a.txt,139.0410033621647,30.65645221604532,12018.914974313115,11.0,2378379.260382496,801,1359,1936,0.331787109375,False
T04,Tomato,305.0,../data/pheno4d/Tomato04/T04_0305_a.txt,31.905300194039967,28.093760364129988,6979.774191281699,2.0,101051.22562207577,914,129,3053,0.031494140625,False
T04,Tomato,306.0,../data/pheno4d/Tomato04/T04_0306.txt,33.37859976907623,12.746069130300066,1132.6335815153936,11.0,74562.46921199007,3169,190,737,0.04638671875,False
T04,Tomato,307.0,../data/pheno4d/Tomato04/T04_0307_a.txt,41.442498266937235,21.526988232027644,1048.7880534759342,7.0,81173.3769982,3211,351,534,0.085693359375,False
T04,Tomato,308.0,../data/pheno4d/Tomato04/T04_0308.txt,36.39169914190816,8.721723954613617,762.3428534553952,9.0,82798.81320965983,3338,215,543,0.052490234375,False
T04,Tomato,309.0,../data/pheno4d/Tomato04/T04_0309_a.txt,35.13599654066175,13.598082292742843,545.414139947276,2.0,22947.32348990065,3523,206,367,0.05029296875,False
T04,Tomato,310.0,../data/pheno4d/Tomato04/T04_0310.txt,41.50309756621539,6.580392303568912,452.7912450582197,3.0,61791.384483464644,3524,254,318,0.06201171875,False
T04,Tomato,311.0,../data/pheno4d/Tomato04/T04_0311_a.txt,40.28519877297,15.18915363239007,442.14663170088494,4.0,29423.531187883433,3511,313,272,0.076416015625,False
T04,Tomato,312.0,../data/pheno4d/Tomato04/T04_0312.txt,51.43880104115823,21.508309409289343,548.7489944413279,3.0,38416.489627263436,3349,463,284,0.113037109375,False
T04,Tomato,313.0,../data/pheno4d/Tomato04/T04_0313_a.txt,56.567397989803794,21.078399957752158,178.57773077670103,2.0,74374.87095170472,3326,689,81,0.168212890625,False
T04,Tomato,314.0,../data/pheno4d/Tomato04/T04_0314.txt,57.87219934643491,23.611873419233568,1372.754688874721,4.0,109633.55903413225,3096,384,616,0.09375,False
T04,Tomato,315.0,../data/pheno4d/Tomato04/T04_0315_a.txt,63.28929895896181,21.394862714586225,1714.1490534539744,5.0,117148.73192155002,2819,572,705,0.1396484375,False
T04,Tomato,316.0,../data/pheno4d/Tomato04/T04_0316.txt,63.935501121852326,20.88034202538252,2197.137997006461,5.0,142844.71928800098,2582,572,942,0.1396484375,False
T04,Tomato,317.0,../data/pheno4d/Tomato04/T04_0317_a.txt,64.30239944415189,21.076257051785863,2762.9253075505344,6.0,228035.80315858667,2281,750,1065,0.18310546875,False
