plant_id,species,elapsed_days,scan_date,height,stem_diameter,leaf_area,leaf_count,volume,n_soil_pts,n_stem_pts,n_leaf_pts,stem_frac_of_points,stem_leaf_boundary_low_confidence,source_filepath
M04,Maize,8,321.0,330.61430884810306,7.114851185764123,3154.3729106573637,1.0,706575.0794227143,1472,481,2143,0.117431640625,False,../data/pheno4d/Maize04/M04_0321_a.txt
M04,Maize,9,322.0,357.5285119734963,6.4059997064518,3938.185010910038,5.0,1735548.3735704152,447,916,2733,0.2236328125,False,../data/pheno4d/Maize04/M04_0322.txt
M04,Maize,11,324.0,448.57188977830447,9.565932272007922,4983.230898227257,4.0,1563845.2326149368,1228,1016,1852,0.248046875,False,../data/pheno4d/Maize04/M04_0324_a.txt
M04,Maize,12,325.0,394.5316940115299,39.03691333628171,3221.0282493995323,4.0,1847012.445994332,626,1064,2406,0.259765625,False,../data/pheno4d/Maize04/M04_0325_a.txt
M05,Maize,0,313.0,15.042700244592451,3.158782807557876,,,167.03142889862357,4039,57,0,0.013916015625,False,../data/pheno4d/Maize05/M05_0313_a.txt
M05,Maize,1,314.0,29.850099259219174,3.646059421334801,,,948.9705881977388,3992,104,0,0.025390625,False,../data/pheno4d/Maize05/M05_0314.txt
M05,Maize,2,315.0,54.58539972983199,3.9762638507436834,,,4534.886457979851,3811,285,0,0.069580078125,False,../data/pheno4d/Maize05/M05_0315_a.txt
M05,Maize,3,316.0,73.75140467822409,3.431233351813934,,,6403.500184913287,3765,316,15,0.0771484375,False,../data/pheno4d/Maize05/M05_0316.txt
M05,Maize,4,317.0,94.56440188286486,4.539006079845543,435.4274505901338,2.0,21463.363259692767,3508,390,198,0.09521484375,False,../data/pheno4d/Maize05/M05_0317_a.txt
M05,Maize,5,318.0,130.71629890590543,9.111268919726168,467.9812193660107,1.0,46213.99251368249,3228,638,230,0.15576171875,False,../data/pheno4d/Maize05/M05_0318.txt
M05,Maize,6,319.0,148.4476137484287,11.63238747125578,457.8711457652665,2.0,60982.92673838951,3137,752,207,0.18359375,False,../data/pheno4d/Maize05/M05_0319_a.txt
M05,Maize,7,320.0,168.78249786052447,9.778609240489589,1142.723807545321,3.0,124448.96609683296,2301,509,1286,0.124267578125,False,../data/pheno4d/Maize05/M05_0320.txt
M05,Maize,8,321.0,160.73350286597497,6.940829197320293,986.1861989173896,3.0,179187.73663775815,2593,422,1081,0.10302734375,False,../data/pheno4d/Maize05/M05_0321_a.txt
M05,Maize,9,322.0,184.08199380496265,4.5119412765404014,2433.173372505292,2.0,609315.0281686105,1860,274,1962,0.06689453125,False,../data/pheno4d/Maize05/M05_0322.txt
M05,Maize,11,324.0,246.7616011918244,12.09928829965424,1520.1967518376491,4.0,1159559.5614538472,1951,779,1366,0.190185546875,False,../data/pheno4d/Maize05/M05_0324_a.txt
M05,Maize,12,325.0,269.150081118296,11.547142989836988,2029.337371487068,3.0,1947812.3251948932,1529,763,1804,0.186279296875,False,../data/pheno4d/Maize05/M05_0325_a.txt
M06,Maize,0,313.0,37.70850111179027,12.852738710127346,97.87291358810002,3.0,12198.281054718178,3925,129,42,0.031494140625,False,../data/pheno4d/Maize06/M06_0313_a.txt
M06,Maize,1,314.0,56.55370123982209,5.9806862228988695,,,5736.212740377243,3799,274,23,0.06689453125,False,../data/pheno4d/Maize06/M06_0314.txt
M06,Maize,2,315.0,82.37009616120724,7.770897462107846,240.34280452721111,3.0,12506.42466816141,3535,404,157,0.0986328125,False,../data/pheno4d/Maize06/M06_0315_a.txt
M06,Maize,3,316.0,110.88849858110488,5.622522365026886,602.5218774879825,4.0,33662.03803261439,3231,458,407,0.11181640625,False,../data/pheno4d/Maize06/M06_0316.txt
M06,Maize,4,317.0,158.8699003708989,5.85441903294903,818.1714407347253,2.0,79134.51293089548,3086,672,338,0.1640625,False,../data/pheno4d/Maize06/M06_0317_a.txt
M06,Maize,5,318.0,214.03690007153,7.136390731524475,1360.713525438752,2.0,171358.8778127695,2223,986,887,0.24072265625,False,../data/pheno4d/Maize06/M06_0318.txt
M06,Maize,6,319.0,252.89321229907728,6.570654461336551,1444.775773031159,2.0,226998.16798869695,1875,1049,1172,0.256103515625,False,../data/pheno4d/Maize06/M06_0319_a.txt
M06,Maize,7,320.0,296.69659138084535,9.58049903560194,1794.1167350882224,3.0,506305.71287753823,949,560,2587,0.13671875,False,../data/pheno4d/Maize06/M06_0320.txt
M06,Maize,8,321.0,288.0466037216684,6.797899118471041,2942.4841527074304,3.0,885397.6881683635,1605,751,1740,0.183349609375,False,../data/pheno4d/Maize06/M06_0321_a.txt
M06,Maize,9,322.0,355.8330885810901,16.65223448256531,3867.799771002962,4.0,1873362.4939981536,741,645,2710,0.157470703125,False,../data/pheno4d/Maize06/M06_0322.txt
M06,Maize,11,324.0,438.9047740992573,13.310471861706894,3806.9946783559126,2.0,866345.2908748869,1636,843,1617,0.205810546875,False,../data/pheno4d/Maize06/M06_0324_a.txt
M06,Maize,12,325.0,415.16620592193976,13.184561326845364,3713.560745072333,3.0,717814.0791700806,1371,1139,1586,0.278076171875,False,../data/pheno4d/Maize06/M06_0325_a.txt
M07,Maize,0,313.0,79.96380081862114,4.41370745722526,126.63199769063824,2.0,13201.520291190162,3624,395,77,0.096435546875,False,../data/pheno4d/Maize07/M07_0313_a.txt
M07,Maize,1,314.0,104.42469925908672,4.694785901883339,256.1636210344427,2.0,18174.14724305801,3439,526,131,0.12841796875,False,../data/pheno4d/Maize07/M07_0314.txt
M07,Maize,2,315.0,133.21590859115787,5.005543519216539,679.2707387980773,4.0,52383.98572166858,3122,645,329,0.157470703125,False,../data/pheno4d/Maize07/M07_0315_a.txt
M07,Maize,3,316.0,144.6248931002449,5.046073062850096,1289.327110781225,4.0,116262.30165567753,2930,488,678,0.119140625,False,../data/pheno4d/Maize07/M07_0316.txt
M07,Maize,4,317.0,193.62121047877235,5.911592378703588,1132.4927797711707,2.0,182705.86781838263,2777,608,711,0.1484375,False,../data/pheno4d/Maize07/M07_0317_a.txt
M07,Maize,5,318.0,262.56080253142136,17.402030767219514,2220.446436875269,6.0,618396.3952240738,0,806,3290,0.19677734375,False,../data/pheno4d/Maize07/M07_0318.txt
M07,Maize,6,319.0,277.1288186866659,5.960007956640151,2298.788502336735,2.0,448333.7397167048,1875,624,1597,0.15234375,False,../data/pheno4d/Maize07/M07_0319_a.txt
M07,Maize,7,320.0,276.7329989195241,17.016162592619075,2281.086390573846,5.0,899095.1399535154,604,633,2859,0.154541015625,False,../data/pheno4d/Maize07/M07_0320.txt
M07,Maize,8,321.0,322.0969892899848,19.01896577466432,2660.2701227553457,3.0,1357198.412933264,1223,991,1882,0.241943359375,False,../data/pheno4d/Maize07/M07_0321_a.txt
M07,Maize,9,322.0,379.4075895675777,16.479930094150784,3749.5513717552417,3.0,2275498.4542255374,895,1336,1865,0.326171875,False,../data/pheno4d/Maize07/M07_0322.txt
M07,Maize,11,324.0,405.3667039625252,18.12339596997628,3577.9125610108517,5.0,4247317.786919117,540,1334,2222,0.32568359375,False,../data/pheno4d/Maize07/M07_0324_a.txt
M07,Maize,12,325.0,451.442300682731,27.931094552765323,5220.8353275771,14.0,6752761.619704576,3,1118,2975,0.27294921875,False,../data/pheno4d/Maize07/M07_0325_a.txt
T01,Tomato,0,305.0,34.982397940771534,21.78982113612335,3406.824367020216,9.0,140302.37011998793,2289,105,1702,0.025634765625,False,../data/pheno4d/Tomato01/T01_0305_a.txt
T01,Tomato,1,306.0,34.09640211313018,30.136529732200326,1523.1799142213008,8.0,72649.30392406257,3125,169,802,0.041259765625,False,../data/pheno4d/Tomato01/T01_0306.txt
T01,Tomato,2,307.0,32.276799324090746,16.342869470353847,1380.6440078835394,7.0,68774.15480316343,3362,76,658,0.0185546875,False,../data/pheno4d/Tomato01/T01_0307_a.txt
T01,Tomato,3,308.0,36.91359968988451,21.679234960776466,1011.460889150526,3.0,119926.94276797528,3345,107,644,0.026123046875,False,../data/pheno4d/Tomato01/T01_0308.txt
T01,Tomato,4,309.0,32.379298034378614,3.7292820639690034,1171.496431990964,9.0,145856.65069203838,3164,158,774,0.03857421875,False,../data/pheno4d/Tomato01/T01_0309_a.txt
T01,Tomato,5,310.0,41.84019796048744,37.55372116834612,1307.859158632126,9.0,157563.20778357435,3073,234,789,0.05712890625,False,../data/pheno4d/Tomato01/T01_0310.txt
T01,Tomato,6,311.0,43.74799948392501,9.095701921118463,1264.9073968448888,9.0,180291.42658393865,3306,201,589,0.049072265625,False,../data/pheno4d/Tomato01/T01_0311_a.txt
T01,Tomato,7,312.0,52.166898796769146,19.82848901056544,1610.0002752595783,5.0,91864.77484565416,3074,349,673,0.085205078125,False,../data/pheno4d/Tomato01/T01_0312.txt
T01,Tomato,8,313.0,51.01489655488058,18.45532177649218,1262.4458478667016,6.0,119484.90340659957,2996,607,493,0.148193359375,False,../data/pheno4d/Tomato01/T01_0313_a.txt
T01,Tomato,9,314.0,59.05000236613432,7.23562736392047,2139.216786966259,4.0,151495.4268845515,2951,367,778,0.089599609375,False,../data/pheno4d/Tomato01/T01_0314.txt
T01,Tomato,10,315.0,70.86859837849897,4.837802731368532,2845.3613156847514,7.0,216169.12608798835,2789,395,912,0.096435546875,False,../data/pheno4d/Tomato01/T01_0315_a.txt
T01,Tomato,11,316.0,78.75689620963863,10.28700624332754,2964.9062264419044,8.0,278861.917205827,2169,797,1130,0.194580078125,False,../data/pheno4d/Tomato01/T01_0316.txt
T01,Tomato,12,317.0,86.6903007245403,10.227760345400052,5051.207093934156,4.0,396187.7677666184,1820,645,1631,0.157470703125,False,../data/pheno4d/Tomato01/T01_0317_a.txt
T01,Tomato,13,318.0,88.96549858808964,5.718412693263632,6959.507298715172,5.0,494206.7372293296,1986,432,1678,0.10546875,False,../data/pheno4d/Tomato01/T01_0318.txt
T01,Tomato,14,319.0,108.2079017868832,11.205199048338802,7364.149025589501,8.0,717343.5103126721,1528,634,1934,0.15478515625,False,../data/pheno4d/Tomato01/T01_0319_a.txt
T01,Tomato,15,320.0,112.45580241059724,147.05860087343268,7620.947861627268,5.0,832656.2971744981,1311,858,1927,0.20947265625,True,../data/pheno4d/Tomato01/T01_0320.txt
T01,Tomato,16,321.0,129.4901992548912,84.59956185572256,9761.899978736152,5.0,1133521.915161621,1067,718,2311,0.17529296875,False,../data/pheno4d/Tomato01/T01_0321_a.txt
T01,Tomato,17,322.0,144.84900236258454,98.63663229153708,8451.360190860398,11.0,1135128.7750094298,828,1294,1974,0.31591796875,False,../data/pheno4d/Tomato01/T01_0322.txt
T01,Tomato,19,324.0,157.33639461549865,30.4857719559136,14392.480784554153,10.0,2031379.4509764172,647,1088,2361,0.265625,False,../data/pheno4d/Tomato01/T01_0324_a.txt
T01,Tomato,20,325.0,165.61890299171864,146.6269414222226,14525.14064696051,13.0,2413644.153538232,850,1246,2000,0.30419921875,False,../data/pheno4d/Tomato01/T01_0325_a.txt
T02,Tomato,0,305.0,22.99470093632664,25.29310734881838,8043.878396873018,1.0,83938.03592757245,96,97,3903,0.023681640625,False,../data/pheno4d/Tomato02/T02_0305_a.txt
T02,Tomato,1,306.0,28.46619750761647,5.40985382349839,7459.041344857029,2.0,101080.17867533315,20,93,3983,0.022705078125,False,../data/pheno4d/Tomato02/T02_0306.txt
T02,Tomato,2,307.0,21.157800017578584,1.773910720892656,2565.2033506022417,1.0,40147.01667348176,2764,104,1228,0.025390625,False,../data/pheno4d/Tomato02/T02_0307_a.txt
T02,Tomato,3,308.0,27.361601370828964,27.97476386503206,8298.150511793718,1.0,100981.62038729632,147,142,3807,0.03466796875,False,../data/pheno4d/Tomato02/T02_0308.txt
T02,Tomato,4,309.0,26.618200661560223,28.46878427925434,7177.865960186076,4.0,95105.81650386853,477,178,3441,0.04345703125,False,../data/pheno4d/Tomato02/T02_0309_a.txt
T02,Tomato,5,310.0,29.253099423291587,24.30906990393684,8863.92157300765,2.0,115723.40979003427,293,181,3622,0.044189453125,False,../data/pheno4d/Tomato02/T02_0310.txt
T02,Tomato,6,311.0,32.78200148845485,37.72327403116774,8651.83573207354,5.0,137640.57965168348,552,132,3412,0.0322265625,False,../data/pheno4d/Tomato02/T02_0311_a.txt
T02,Tomato,7,312.0,38.889200110199056,16.31820904420382,8726.695759568713,5.0,162092.6178761586,213,306,3577,0.07470703125,False,../data/pheno4d/Tomato02/T02_0312.txt
T02,Tomato,8,313.0,44.25409979935398,9.162994809027651,9525.2799176603,3.0,203409.1257134136,566,279,3251,0.068115234375,False,../data/pheno4d/Tomato02/T02_0313_a.txt
T02,Tomato,9,314.0,52.93640180217017,7.308263417740561,6938.345793785502,8.0,263780.5084865984,1933,254,1909,0.06201171875,False,../data/pheno4d/Tomato02/T02_0314.txt
T02,Tomato,10,315.0,59.32529854955942,15.983336822635708,856.3448039223634,7.0,153878.95268576965,3068,670,358,0.16357421875,False,../data/pheno4d/Tomato02/T02_0315_a.txt
T02,Tomato,11,316.0,56.81450035489206,4.699544943954884,2134.428156243562,5.0,139773.5314670196,2914,316,866,0.0771484375,False,../data/pheno4d/Tomato02/T02_0316.txt
T02,Tomato,12,317.0,64.15740326760601,12.01826150451329,2437.23804278662,3.0,222637.06155054277,2772,497,827,0.121337890625,False,../data/pheno4d/Tomato02/T02_0317_a.txt
T02,Tomato,13,318.0,69.03560275222617,10.164171338784213,4079.41637284962,4.0,307725.12731830747,2476,426,1194,0.10400390625,False,../data/pheno4d/Tomato02/T02_0318.txt
T02,Tomato,14,319.0,72.25879775483895,15.326152016577822,5383.455183149506,2.0,332477.1542603329,1521,366,2209,0.08935546875,False,../data/pheno4d/Tomato02/T02_0319_a.txt
T02,Tomato,15,320.0,73.632502470482,5.6830892311303245,6540.976430506058,3.0,433402.1931098897,1575,481,2040,0.117431640625,False,../data/pheno4d/Tomato02/T02_0320.txt
T02,Tomato,16,321.0,88.88170258818877,46.38045866218652,8730.759291427074,16.0,801175.8985062327,62,1751,2283,0.427490234375,False,../data/pheno4d/Tomato02/T02_0321_a.txt
T02,Tomato,17,322.0,80.38429679001183,81.16673371790135,7263.160748556531,5.0,712455.4265904248,1096,999,2001,0.243896484375,True,../data/pheno4d/Tomato02/T02_0322.txt
T02,Tomato,19,324.0,103.08769917216024,14.618996887328551,13194.579476363915,4.0,1264245.8668241694,1011,608,2477,0.1484375,False,../data/pheno4d/Tomato02/T02_0324_a.txt
T02,Tomato,20,325.0,102.75940492455766,70.58132851501156,12941.340917068484,7.0,1514648.171875218,944,894,2258,0.21826171875,False,../data/pheno4d/Tomato02/T02_0325_a.txt
T03,Tomato,0,305.0,42.99649870081089,23.786857721250065,382.77897185148686,2.0,17049.779148207705,3756,130,210,0.03173828125,False,../data/pheno4d/Tomato03/T03_0305_a.txt
T03,Tomato,1,306.0,47.00800416408839,5.2641713718412,595.1123633869367,2.0,23560.976174652908,3648,127,321,0.031005859375,False,../data/pheno4d/Tomato03/T03_0306.txt
T03,Tomato,2,307.0,45.81740372771191,4.358750358382418,572.0213114434493,1.0,44042.02246580947,3664,161,271,0.039306640625,False,../data/pheno4d/Tomato03/T03_0307_a.txt
T03,Tomato,3,308.0,57.262000474148806,13.196063326521658,277.20214530050407,2.0,25521.913644095584,3767,205,124,0.050048828125,False,../data/pheno4d/Tomato03/T03_0308.txt
T03,Tomato,4,309.0,55.7735991551766,9.501088870038409,120.7053046468174,1.0,20734.655440948143,3800,260,36,0.0634765625,False,../data/pheno4d/Tomato03/T03_0309_a.txt
T03,Tomato,5,310.0,58.093501348647806,14.71986536552862,104.65642258177915,2.0,27894.796741905346,3674,370,52,0.09033203125,False,../data/pheno4d/Tomato03/T03_0310.txt
T03,Tomato,6,311.0,59.06340020683696,13.272706229534686,,,34498.505687786856,3658,418,20,0.10205078125,False,../data/pheno4d/Tomato03/T03_0311_a.txt
T03,Tomato,7,312.0,62.81949800531601,15.256834515020143,575.5759512086371,4.0,51891.87191620613,3513,333,250,0.081298828125,False,../data/pheno4d/Tomato03/T03_0312.txt
T03,Tomato,8,313.0,69.90120120963911,5.883915960722489,647.6369439965688,4.0,73772.86149369951,3347,481,268,0.117431640625,False,../data/pheno4d/Tomato03/T03_0313_a.txt
T03,Tomato,9,314.0,70.43019802583308,16.60311583098251,858.477782556779,8.0,106338.78159166736,3054,669,373,0.163330078125,False,../data/pheno4d/Tomato03/T03_0314.txt
T03,Tomato,10,315.0,70.47840018477291,8.187107217641305,1359.189967158255,5.0,159744.2550328746,2882,672,542,0.1640625,False,../data/pheno4d/Tomato03/T03_0315_a.txt
T03,Tomato,11,316.0,78.24369661818923,9.624891660786044,1495.0059447121955,8.0,215481.55058745696,2225,1124,747,0.2744140625,False,../data/pheno4d/Tomato03/T03_0316.txt
T03,Tomato,12,317.0,77.8344992331381,11.133442518037468,3258.692765064581,5.0,297168.8289071075,2079,748,1269,0.1826171875,False,../data/pheno4d/Tomato03/T03_0317_a.txt
T03,Tomato,13,318.0,77.29739793979775,10.938372823027944,4144.265933262056,7.0,419702.8293811693,1507,923,1666,0.225341796875,False,../data/pheno4d/Tomato03/T03_0318.txt
T03,Tomato,14,319.0,88.41910387930966,11.881928040911436,5077.204432291168,5.0,570045.0819649782,1539,825,1732,0.201416015625,False,../data/pheno4d/Tomato03/T03_0319_a.txt
T03,Tomato,15,320.0,97.1026054787685,24.90935735181314,2737.6726713719017,8.0,776568.5150145479,1128,2126,842,0.51904296875,False,../data/pheno4d/Tomato03/T03_0320.txt
T03,Tomato,16,321.0,96.55650059202526,14.916940752573442,6244.103540437965,7.0,905212.336785332,901,1269,1926,0.309814453125,False,../data/pheno4d/Tomato03/T03_0321_a.txt
T03,Tomato,17,322.0,115.01540396494784,64.49739315922142,6315.408294254734,8.0,1227922.7722425377,775,1742,1579,0.42529296875,False,../data/pheno4d/Tomato03/T03_0322.txt
T03,Tomato,19,324.0,125.98250621322222,278.91129185442105,9770.645074429412,7.0,1918586.282416564,926,1479,1691,0.361083984375,True,../data/pheno4d/Tomato03/T03_0324_a.txt
T03,Tomato,20,325.0,139.0410033621647,30.65645221604532,12018.914974313117,11.0,2378379.260382496,801,1359,1936,0.331787109375,False,../data/pheno4d/Tomato03/T03_0325_a.txt
T04,Tomato,0,305.0,31.905300194039967,28.093760364129988,6979.774191281699,2.0,101051.22562207576,914,129,3053,0.031494140625,False,../data/pheno4d/Tomato04/T04_0305_a.txt
T04,Tomato,1,306.0,33.37859976907623,12.746069130300066,1132.6335815153936,11.0,74562.46921199007,3169,190,737,0.04638671875,False,../data/pheno4d/Tomato04/T04_0306.txt
T04,Tomato,2,307.0,41.44249826693724,21.526988232027644,1048.7880534759342,7.0,81173.3769982,3211,351,534,0.085693359375,False,../data/pheno4d/Tomato04/T04_0307_a.txt
T04,Tomato,3,308.0,36.39169914190816,8.721723954613617,762.3428534553952,9.0,82798.81320965983,3338,215,543,0.052490234375,False,../data/pheno4d/Tomato04/T04_0308.txt
T04,Tomato,4,309.0,35.13599654066175,13.598082292742845,545.414139947276,2.0,22947.32348990065,3523,206,367,0.05029296875,False,../data/pheno4d/Tomato04/T04_0309_a.txt
T04,Tomato,5,310.0,41.50309756621539,6.580392303568912,452.7912450582197,3.0,61791.38448346464,3524,254,318,0.06201171875,False,../data/pheno4d/Tomato04/T04_0310.txt
T04,Tomato,6,311.0,40.28519877297,15.18915363239007,442.14663170088494,4.0,29423.531187883436,3511,313,272,0.076416015625,False,../data/pheno4d/Tomato04/T04_0311_a.txt
T04,Tomato,7,312.0,51.43880104115823,21.508309409289343,548.7489944413279,3.0,38416.48962726344,3349,463,284,0.113037109375,False,../data/pheno4d/Tomato04/T04_0312.txt
T04,Tomato,8,313.0,56.567397989803794,21.07839995775216,178.57773077670103,2.0,74374.87095170472,3326,689,81,0.168212890625,False,../data/pheno4d/Tomato04/T04_0313_a.txt
T04,Tomato,9,314.0,57.87219934643491,23.611873419233568,1372.754688874721,4.0,109633.55903413224,3096,384,616,0.09375,False,../data/pheno4d/Tomato04/T04_0314.txt
